FILE	ORIGINAL_SHA256	ORIGINAL_UUID	ORIGINAL_CDHASH	ORIGINAL_LC_ID_DYLIB	ORIGINAL_LC_RPATHS	ORIGINAL_LOADS	ROOTLESS_REQUIRED	NEW_LC_ID_DYLIB	NEW_LC_RPATHS	NEW_LOADS	APPLE_LIB_LOADS_PRESERVED	PROCURSUS_LIB_LOADS_REWRITTEN	HEADER_PADDING_SUFFICIENT	LOAD_COMMAND_SIZE_CHANGE_REQUIRED	BINARY_RELAYOUT_REQUIRED	RESIGN_REQUIRED	TRUSTCACHE_REFRESH_REQUIRED	REWRITE_CLASS	TRANSFORM_MATCHES_REFERENCE_PATTERN	MINOS	SDK
usr/lib/zsh/5.9/zsh/files.so	24ab929a89b67c59d9c0df9d8596924eb7f9d7159081b4e2470f77397860d9a4	6BDCBAB7-A08B-3E5B-BB00-08D7AD3FFC06	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/langinfo.so	805621ea073bb8226ec8fe09e56ffb4f967fdefe93da7adaf0adb7a42e92e142	03A6DA16-F4E6-3BBA-9F6C-9EE661519ABA	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/mapfile.so	6bad291d731491d18ec5af98dca89be02ab9a78e912fe85252a42faba591c060	7A58363A-D77B-37B0-83BB-D7DB60160048	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/mathfunc.so	a8d3b07265d8997528135a238734742ca8750b4765c4422278d0032d5e854b56	C5976A65-62C9-399E-A2BC-C43818CCCC96	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/nearcolor.so	b9d8647009b617a6e5eb9f74d988fa36d13f8c58dd44ff1c0ec29d44a5a4bb56	A44BA098-6B62-31AC-AE6F-F99B71117F96	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/net/socket.so	6c75764ab3e380d1781660272f9ffebf378723656c7d55396cb8bcc7ce72b261	63BC6906-407F-3EE3-B02C-315932DEBB65	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/net/tcp.so	6b43b166db68f1c225a168747b2d6597dbfa4b4ca9bd6fa4e7249d5210ffe9af	1A5D6946-5941-3323-AF05-266AB6302B93	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/newuser.so	fdadf666c96acc7ad5047b85debb7063f5908236d0308eb39f43b4acc46b574e	A84F4FC9-93BE-382C-A79C-1AA0BD5C0D52	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/param/private.so	ea3096c34a538e2127d40214f0966166f6375cbb421e3ce3901828b9273e2a38	FF1547F7-235D-3E49-BD9E-552442128D40	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/parameter.so	8af37d02812caa7fad1b00c238b58029b2bd833f1d24930c3dff2fc9142623a1	2156EFD7-7296-372D-A45F-B4C610A96945	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/regex.so	76221af478d9bedce1148e618c02fdc48f530d235489a8634d73cb7cc7932a47	C0018C44-434C-3A9E-A988-48F88839D307	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/rlimits.so	2d1c1de714b54b1aebcd4acbc0f898a87c1d2e53a82017f3e0fafb32925d8a05	D6720865-79E0-3B01-8284-35F73433D3FD	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/sched.so	bce3f56c6c6664b23316b75b5bda47c450c4ff49654bac00e126cd0c68bebdfd	BCC817A5-C383-3D16-BD29-8DAB61161F0A	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/stat.so	5dadec87f84eb7df288176b2d7d1f99412b43e44e572bbb71ddff5dd9e871be8	B0B5A904-1253-325D-B04E-052C782597D4	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/system.so	5303865208689e7b0396cab2ca25cf12896589350e47469063a3d7ad3e80abf5	B10A6C81-1F92-3A1D-A8AC-73F26FFE0E69	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/termcap.so	cbea1b5a83a8fb3eff116cbd9fbf226a488b4075d5c716a9924a38a67938377e	6FFE2049-9075-3113-8399-BFEC31EF8BA5	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/terminfo.so	be1d5c06b03cf3b0abcc103c6192563f9cf95865f93f7778d146d2997e7fca32	BEBB8559-9C7B-39AC-97DE-DBB8C832DE42	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/watch.so	c929ec783a0d47dec34a2ef3748e7013054454a50c97127e2de3a27dbcd81eed	BFFD8386-8629-3842-9B40-C090785E311E	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/zftp.so	7541326d70b2a8f804cb4042a733178d41ee94f3b289fc7a62b179be6337bdff	8C9D7AF9-02CF-3F7E-AC64-EE39251E9F32	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/zle.so	0410fca645f93c92400da114a5a24cebf0fa54ed130ca5eeaf6725dafd5053c9	03A95E3F-25B6-3AAA-8EF0-68110BF31185	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/zleparameter.so	8c2b8b8f7a490f3b6d2484d0b24dfb299afbabd0c0e92d9e4c0d6d4d2d2c5b6d	5035D853-021A-3165-AC67-7BA0A28DCDA9	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/zprof.so	6a2d81a7464486111844d5ec031ee314ee6bede67d5949dafa9555ff620c318b	439AE445-14F9-3E0F-93D5-E692665DC55B	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/zpty.so	2b69573133fc707c19478ae038ac600c07345e737266873c3e133c9f333acea9	58CF412B-D34E-3557-AE01-8C3812021A84	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/zselect.so	1a8c383a0bab5466a93b6520a7ffd1f07eda80f3adb9d013400e5902fcf71633	D1C62ABE-DB22-3F6A-9302-83E975ED006D	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/lib/zsh/5.9/zsh/zutil.so	74a15f9b34c331a668ab9dc2ddeeb9ba1ac4e3f4801d4d770ba770082061ab74	398F4DD8-93F6-396D-8F25-D3B7488C3CB0	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libncursesw.6.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libpcre.1.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|@rpath/libncursesw.6.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libpcre.1.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/apt/apt-helper	92a0034c7eddfbd2d6312471248dcf1e5f4ce82acb4de4886f01bd0dc0f78f63	C5A28A2E-4F89-417A-8F80-7C6C7271F430	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-private.0.0.dylib|/usr/lib/libapt-pkg.6.0.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-private.0.0.dylib|@rpath/libapt-pkg.6.0.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-private.0.0.dylib|/usr/lib/libapt-pkg.6.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/apt/methods/cdrom	61a4108c8bf5f87170e3041c2bd9ee682e310c019da2115e4b767d0de5d6b3c8	24EE8D56-E184-4AA9-9999-54D0AAFE0150	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/apt/methods/copy	6972fc5c3075810faa323cf9edbbc759c5237f9455cad85f7123fa2eb9843ccb	0F1A194F-506C-424C-9392-AE90D3B4F822	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
