FILE	ORIGINAL_SHA256	ORIGINAL_UUID	ORIGINAL_CDHASH	ORIGINAL_LC_ID_DYLIB	ORIGINAL_LC_RPATHS	ORIGINAL_LOADS	ROOTLESS_REQUIRED	NEW_LC_ID_DYLIB	NEW_LC_RPATHS	NEW_LOADS	APPLE_LIB_LOADS_PRESERVED	PROCURSUS_LIB_LOADS_REWRITTEN	HEADER_PADDING_SUFFICIENT	LOAD_COMMAND_SIZE_CHANGE_REQUIRED	BINARY_RELAYOUT_REQUIRED	RESIGN_REQUIRED	TRUSTCACHE_REFRESH_REQUIRED	REWRITE_CLASS	TRANSFORM_MATCHES_REFERENCE_PATTERN	MINOS	SDK
usr/libexec/apt/methods/file	769c76bc372aafe7126c403374e124fca0844ea459f91398e2b14eb4e5248195	F10A7A03-43D9-4CD4-870E-3BD911AFEA63	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/apt/methods/ftp	38ff55445865cfa867d7aa41fe7760fc89a0cb494afc97b67c454a296a0975da	9B1CE87B-72B0-4FBF-8FC0-B972B26D7044	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libgnutls.30.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-pkg.6.0.dylib|@rpath/libgnutls.30.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libgnutls.30.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	N/A	minos 17.0	sdk 17.2
usr/libexec/apt/methods/gpgv	b2aa37a62d6322182a13c8254ed789db74031be1b685d531e8fc9bb9a0581761	0A399EBE-AC1E-455C-A076-60A94DF04975	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/apt/methods/http	be46dfce0e9910b1b644aa23564405471acf25c57d99fb4b63d84e05414752df	68A5CA7E-6417-4080-83C2-1E92C51D99FB	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libgnutls.30.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-pkg.6.0.dylib|@rpath/libgnutls.30.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libgnutls.30.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/apt/methods/mirror	47fadfe4a465087eaa77d063d47613daeb90491689253ecea36132436262956f	99BFCD60-19F6-41FC-B3C5-18A1E9717BD5	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/apt/methods/rred	d6cfad1f387ce25959c4567eb8ff92afe9995754500c3070e72679cd50236cd6	01275BFE-88FB-46BD-97C0-BAF979DCF330	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-private.0.0.dylib|/usr/lib/libapt-pkg.6.0.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-private.0.0.dylib|@rpath/libapt-pkg.6.0.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-private.0.0.dylib|/usr/lib/libapt-pkg.6.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/apt/methods/rsh	00f229ab941b11394355bdc02717b3233f7035a5c6235b1106ef43f19d84378d	9622E111-1B8B-4929-9CC6-CF34CE4D9D86	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	N/A	minos 17.0	sdk 17.2
usr/libexec/apt/methods/store	dc7df7282559638d96991b20bce2eed719098127cb50530ea931850e3409bde5	9A476932-238C-4383-A654-AA021083647E	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-pkg.6.0.dylib|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-pkg.6.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/apt/solvers/dump	fa93b3112bc31760f3a9d161e0e7e6e28cfa152cc2f3080b10edfdda59ddaddf	FBCF91B9-2023-4A48-87E9-781A91F8BA29	TBD_BATCH		/usr|/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libapt-private.0.0.dylib|/usr/lib/libapt-pkg.6.0.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	YES		/usr|/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libapt-private.0.0.dylib|@rpath/libapt-pkg.6.0.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libc++.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libapt-private.0.0.dylib|/usr/lib/libapt-pkg.6.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/atrun	521dfa798eb38def5a6893f7b926305c162139ea8df4cd0cd3ba949347551293	0CCBCE27-8822-3719-9F25-06415B114328	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/coreutils/libstdbuf.so	d791621a909fd16b3d06c30631d5a4c9ca7c2975a100ce1d3b71e2ff5dbbf257	D0A0F309-B34B-3FC8-8D81-BF073AB8E713	TBD_BATCH	src/libstdbuf.so	/usr/lib	src/libstdbuf.so|@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES	src/libstdbuf.so	/usr/lib|/var/jb/usr/lib	src/libstdbuf.so|@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/firmware	adb28949b5546bd77f3631280cb5ac66b1c6748d2c2c0bbc560d1bc07084736d	4CD158F1-4C2D-35FD-BC1A-12F6F8A9FC42	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libMobileGestalt.dylib|/usr/lib/libobjc.A.dylib|/usr/lib/libSystem.B.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation	NO		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libMobileGestalt.dylib|/usr/lib/libobjc.A.dylib|/usr/lib/libSystem.B.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation	/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libMobileGestalt.dylib|/usr/lib/libobjc.A.dylib|/usr/lib/libSystem.B.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/frcode	35df30e3dcac45681301c48b8ef599fb65efce5571de150e3da226290bb0efa8	835041A2-D5B0-3CDA-9DEF-A7BC0611ADDC	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/getty	74590fe0b84ed5a7542913fcfe19fcea39bff7f8f905a63d68f91049e4758c2d	25998561-6699-33E4-84CE-427B5D2A36CA	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/System/Library/PrivateFrameworks/ktrace.framework/ktrace|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/System/Library/PrivateFrameworks/ktrace.framework/ktrace|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/System/Library/PrivateFrameworks/ktrace.framework/ktrace|/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/path_helper	f5924c09c8a6661ba99966686b2f53e509c41a5e8be2758052cfd2bc35533dc8	2061A40A-875A-387F-84AA-31F2A031C09F	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/sudo/audit_json.so	a8d02662a1d9e1a76941877894b2f3407703f8db4a433892ed89aed6d353b4cf	54F3CB95-701B-3CA3-8EBF-91D0D712A121	TBD_BATCH		/usr/lib	/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/sudo/group_file.so	dd8bb8a8766bd51c29ad251e42286850e746e62e375c4dc6d55e92a9c82cd464	AC523905-6961-3A81-95D9-FFD9EE04633E	TBD_BATCH		/usr/lib	/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/sudo/libsudo_util.0.dylib	762427155e740bfd3c491a5fb37996ee48d829fc55219adddaa11c761cfdd704	C7A3BDAC-0551-3BBA-9FDF-6960BC25093D	TBD_BATCH	/usr/libexec/sudo/libsudo_util.0.dylib	/usr/lib	/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	YES	@rpath/libsudo_util.0.dylib	/usr/lib|/var/jb/usr/lib	/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/sudo/sudo_intercept.so	4e2d87cee4eb57d5004175d95233892c7beaa53f13f46852805c80e7cb1a028d	8E52F16A-0341-3CCD-85B0-225995D53171	TBD_BATCH	/usr/libexec/sudo/sudo_intercept.so	/usr/lib	/usr/libexec/sudo/sudo_intercept.so|/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	YES	@rpath/sudo_intercept.so	/usr/lib|/var/jb/usr/lib	/usr/libexec/sudo/sudo_intercept.so|/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/sudo/sudo_noexec.so	f0459faac9f4f947ad85245c43cd4ea0faf2cb475f09786e4a114d57f0d8252b	D4C20590-74F0-3545-A547-B7C877CE1375	TBD_BATCH	/usr/libexec/sudo/sudo_noexec.so	/usr/lib	/usr/libexec/sudo/sudo_noexec.so|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	YES	@rpath/sudo_noexec.so	/usr/lib	/usr/libexec/sudo/sudo_noexec.so|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/libexec/sudo/system_group.so	792e3bf6899dff20a8bec4b2b9d1c65719cc15be36701b534de90cf68717163d	8BA14B4C-0FD4-3AE8-9A44-F8AE25899AE9	TBD_BATCH		/usr/lib	/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/local/lib/liblzma.5.dylib	3512398288f76e8ae86b6700ebc26e92c0e2167a29e095daa20906982928b694	A7E2F66D-49F8-36E4-9589-221337DC77F5	TBD_BATCH	/usr/local/lib/liblzma.5.dylib	/usr/lib	/usr/local/lib/liblzma.5.dylib|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	YES	@rpath/liblzma.5.dylib	/usr/lib|/var/jb/usr/lib	@rpath/liblzma.5.dylib|@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/local/lib/liblzma.5.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	N/A	minos 17.0	sdk 17.2
usr/sbin/ac	c780475278af4b03c1b120513a392691c5df42140e75faa2e5fbf4412baccd35	B538838E-B642-39B4-B292-210F5E16DD99	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/sbin/accton	d7730e0aef00bb45c191e530ab5cd8ac8dac7921f897c389a6033b68f7615be2	C9DD2134-D46C-3C9C-A4C8-98DADC767CFA	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/sbin/dev_mkdb	24badb1237e35ddfb7f95d6c64309a6a8bbbe2c044ba526d33a1663577e1f1cf	D94D0CE0-0390-3F46-883D-F1323ACADC4E	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libutil.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libutil.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libutil.dylib|/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/sbin/edquota	9d1ea46464efa51f9fde086e1dbc8943c8c3cf476191bb3b5418ceaf6a81c0bc	3569C424-ADE6-387E-ADB7-07060CB1440F	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libutil.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libutil.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libutil.dylib|/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/sbin/fdisk	47499679084473d88eda15868ff726cb0cd1fb13f208c2b1bcd74d1de19f4cb8	A96C84DB-3299-3979-9C7C-4AAA6A5D7659	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libutil.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libutil.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libutil.dylib|/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/sbin/fstyp	3dc6c40abbd9527e3855cf0ca72d17ae3a9bf594b9522e68a4d423c329e1e25d	4DD1C8D1-7533-3BBD-84E2-99D0031E9751	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/sbin/fstyp_msdos	910458eea5dd9eaf9dad8f4300521d786698ab1ab01a9526aae4057125fd045e	4A976464-4409-30F8-BC50-A1A65BEDE53F	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/sbin/fstyp_ntfs	db8e3763e19441f69ff7bc95e14ce816db70318ed89fda046646241857f35218	E3154B45-F656-344D-9F8D-6647B6CB5194	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/sbin/fstyp_udf	649fdde221c7242507932b8b38ca02247f54ec9254c0c62550071f23fe513faf	6E727072-E63F-3691-8335-060D1A7389AB	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
